isbn	title	publisher
141659762X	Tear Down This Myth: How the Reagan Legacy Has Distorted Our Politics and Haunts Our Future: Will Bunch: 9781416597629: Amazon.com: Books	 Free Press; 1ST edition (February 3, 2009)
1427214751	Pity the Billionaire: The Hard-Times Swindle and the Unlikely Comeback of the Right: Thomas Frank: 9781427214751: Amazon.com: Books	 Macmillan Audio; Unabridged edition (January 3, 2012)
0312373902	Bloodthirsty Bitches and Pious Pimps of Power: The Rise and Risks of the New Conservative Hate Culture: Gerry Spence: 9780312373900: Amazon.com: Books	 St. Martin's Griffin; 1st edition (October 30, 2007)
1401939295	A Mindful Nation: How a Simple Practice Can Help Us Reduce Stress, Improve Performance, and Recapture the American Spirit: Tim Ryan: 9781401939298: Amazon.com: Books	 Hay House (March 27, 2012)
044653224X	Here Comes Trouble: Stories from My Life: Michael Moore: 9780446532242: Amazon.com: Books	 Grand Central Publishing; First Edition edition (September 13, 2011)
1584350563	The Porcelain Workshop: For a New Grammar of Politics (Semiotext(e) / Foreign Agents): Antonio Negri, Noura Wedell: 9781584350569: Amazon.com: Books	 Semiotext(e) (May 31, 2008)
0520249194	Liberalism for a New Century: Neil Jumonville, Kevin Mattson, E.J. Dionne: 9780520249196: Amazon.com: Books	 University of California Press; 1 edition (June 4, 2007)
1594201862	Angler: The Cheney Vice Presidency: Barton Gellman: 9781594201868: Amazon.com: Books	 Penguin Press HC, The; First Edition edition (September 16, 2008)
0465001033	Never Stop Running: Allard Lowenstein and the Struggle to Save American Liberalism: William Henry Chafe: 9780465001033: Amazon.com: Books	 Basic Books; First Edition edition (December 1993)
0312610548	Boiling Mad: Behind the Lines in Tea Party America: Kate Zernike: 9780312610548: Amazon.com: Books	 St. Martin's Griffin; First Edition edition (September 27, 2011)
1560258810	Sweet Jesus, I Hate Bill O&#39;Reilly: Joseph Minton Amann, Tom Breuer: 9781560258810: Amazon.com: Books	 Nation Books (March 22, 2006)
1426203616	Warriors in Uniform: The Legacy of American Indian Heroism: Herman J. Viola, Ben Nighthorse Campbell: Amazon.com: Books	 National Geographic (November 18, 2008)
0809327333	Our Culture of Pandering: Paul Simon: 9780809327331: Amazon.com: Books	 Southern Illinois University Press; 1st edition (August 10, 2006)
0143142720	The Audacity to Win: The Inside Story and Lessons of Barack Obama&#39;s Historic Victory: David Plouffe, Erik Davies: Amazon.com: Books	 Penguin Audio; Unabridged edition (November 12, 2009)
0979482291	Amazon.com: The Real McCain: Why Conservatives Don&#39;t Trust Him and Why Independents Shouldn&#39;t (9780979482298): Cliff Schecter: Books	 PoliPoint Press (May 1, 2008)
1612420613	Take Back Your Government: Robert A. Heinlein, Jr. William H. Patterson: 9781612420615: Amazon.com: Books	 Phoenix Pick (January 25, 2012)
0199261687	Liberalism, Constitutionalism, and Democracy: Russell Hardin: 9780199261680: Amazon.com: Books	 Oxford University Press, USA (August 14, 2003)
0393057755	Terror and Liberalism: Paul Berman: 9780393057751: Amazon.com: Books	 W. W. Norton & Company; First Edition edition (April 2003)
0684862352	Amazon.com: Now, Let Me Tell You What I Really Think (9780684862354): Chris Matthews: Books	 Free Press (August 27, 2002)
1455128562	Amazon.com: The Obama Hate Machine: The Lies, Distortions, and Personal Attacks on the President--and Who Is Behind Them (Library Edition) (9781455128563): Bill Press, Joe Barrett: Books	 Blackstone Audio, Inc.; Unabridged LIBRARY edition (January 31, 2012)
1560257636	Jesus Is Not a Republican: The Religious Right&#39;s War on America: Clint Willis, Nate Hardcastle: Amazon.com: Books	 Thunder's Mouth Press; 1st edition (October 6, 2005)
0060926430	Amazon.com: A People&#39;s History of the United States: 1492-Present (9780060926434): Howard Zinn: Books	 Perennial; Rev&Updtd edition (June 1995)
1566394694	No Mercy: How Conservative Think Tanks and Foundations Changed America&#39;s Social Agenda: Jean Stefancic, Richard Delgado: 9781566394697: Amazon.com: Books	 Temple Univ Pr (September 1996)
1594607265	Amazon.com: Alexis de Tocqueville and the New Science of Politics: An Interpretation of Democracy in America (9781594607264): John C. Koritansky: Books	 Carolina Academic Press; 2 edition (October 15, 2009)
0192891065	The Life and Times of Liberal Democracy (Opus Books): C. B. Macpherson: 9780192891068: Amazon.com: Books	 Oxford University Press, USA (January 5, 1978)
0141042451	The Presidents: The Transformation of the American Presidency from TheodoreRoosevelt to Barack: Stephen Graubard: 9780141042459: Amazon.com: Books	 Penguin Global (April 7, 2010)
0674574419	Amazon.com: Miles to Go: A Personal History of Social Policy (9780674574410): The Honorable Daniel Patrick Moynihan: Books	 Harvard University Press (October 1, 1997)
0399158227	What It Means to Be a Democrat: George McGovern: Amazon.com: Books	 Blue Rider Press (November 10, 2011)
0801435439	Rethinking Liberal Equality: From a &quot;Utopian&quot; Point of View: Andrew Levine: 9780801435430: Amazon.com: Books	 Cornell University Press; First Edition edition (October 1, 1998)
1451610378	God, No!: Signs You May Already Be an Atheist and Other Magical Tales: Penn Jillette: 9781451610376: Amazon.com: Books	 Simon & Schuster (June 5, 2012)
0813320518	Amazon.com: Without Justice For All: The New Liberalism And Our Retreat From Racial Equality (9780813320519): Adolph Reed Jr.: Books	 Westview Press (March 2001)
0691153965	Amazon.com: The Second Red Scare and the Unmaking of the New Deal Left (Politics and Society in Twentieth-Century America) (9780691153964): Landon R.Y. Storrs: Books	 Princeton University Press (October 28, 2012)
0385533888	Tears of a Clown: Glenn Beck and the Tea Bagging of America: Dana Milbank: 9780385533881: Amazon.com: Books	 Doubleday; First Edition edition (October 5, 2010)
1934386995	FU Conservatives: A journal for Liberals to destroy, rant and vent without getting arrested: Alex A. Lluch: 9781934386996: Amazon.com: Books	 WS Publishing Group; First Edition edition (June 16, 2010)
193339241X	Amazon.com: Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics (9781933392417): Jerome Armstrong, Markos Moulitsas: Books	 Chelsea Green (September 1, 2006)
0446539252	True Compass: A Memoir: Edward M. Kennedy: Amazon.com: Books	 Twelve (September 14, 2009)
0670020915	Threshold: The Crisis of Western Culture: Thom Hartmann: Amazon.com: Books	 Viking Adult (July 23, 2009)
0525947647	Amazon.com: Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right: Al Franken: Books	 Dutton Adult (August 21, 2003)
1616146702	Amazon.com: That&#39;s Not What They Meant!: Reclaiming the Founding Fathers from America&#39;s Right Wing (9781616146702): Michael Austin: Books	 Prometheus Books (September 18, 2012)
0873489675	Amazon.com: Capitalism&#39;s Long Hot Winter Has Begun, New International, No.12, 2005. (New International Series) (9780873489676): Jack Barnes: Books	 Pathfinder Press (January 1, 2005)
0979525756	Amazon.com: Darwin&#39;s Second Revolution (9780979525759): David Loye: Books	 Benjamin Franklin Press (October 30, 2010)
0873483030	Amazon.com: Reform or Revolution (9780873483032): Rosa Luxemburg: Books	 Pathfinder Pr; 2nd edition edition (June 1973)
0374532524	Interesting Times: Writings from a Turbulent Decade: George Packer: 9780374532529: Amazon.com: Books	 Farrar, Straus and Giroux (November 9, 2010)
088706387X	The Crisis of Liberal Democracy: A Straussian Perspective (Suny Series in Political Theory: Contemporary Issues): Kenneth L. Deutsch: 9780887063879: Amazon.com: Books	 State Univ of New York Pr (February 28, 1987)
1470159104	Hypocrisy, Inc.: How the Religious Right Fabricates Christian Values and Undermines Democracy: Rosemary Agonito: 9781470159108: Amazon.com: Books	 CreateSpace Independent Publishing Platform (April 19, 2012)
1844677540	The Spirit of Philadelphia: Social Justice vs. the Total Market: Alain Supiot: 9781844677542: Amazon.com: Books	 Verso; 1 edition (May 8, 2012)
0395957931	The Cycles of American History: Arthur M. Schlesinger Jr.: 0046442957939: Amazon.com: Books	 Mariner Books; 1 edition (June 1, 1999)
0816521751	Too Funny to Be President: Morris K. Udall: 9780816521753: Amazon.com: Books	 University of Arizona Press; 1 edition (February 2001)
1848606621	Amazon.com: Why Voice Matters: Culture and Politics After Neoliberalism (9781848606623): Nick Couldry: Books	 SAGE Publications Ltd; 1 edition (July 14, 2010)
1449597955	Amazon.com: Reflections on Evolutionary Activism: Essays, poems and prayers from an emerging field of sacred social change (9781449597955): Tom Atlee: Books	 CreateSpace Independent Publishing Platform (December 4, 2009)
0307395804	Grand Theft Jesus: The Hijacking of Religion in America: Robert S. McElvaine: 9780307395801: Amazon.com: Books	 Broadway; 1 Reprint edition (April 7, 2009)
0143037684	Homegrown Democrat: A Few Plain Thoughts from the Heart of America: Garrison Keillor: 9780143037682: Amazon.com: Books	 Penguin Books; Rev Upd edition (August 29, 2006)
098157694X	The Next Progressive Era: A Blueprint for Broad Prosperity: Phillip Longman, Ray Boshara: 9780981576947: Amazon.com: Books	 Polipoint Press; First Edition edition (April 2, 2009)
0385520344	The Great Derangement: A Terrifying True Story of War, Politics, and Religion at the Twilight of the American Empire: Matt Taibbi: 9780385520348: Amazon.com: Books	 Spiegel & Grau; 1St Edition edition (May 6, 2008)
0300180764	America the Possible: Manifesto for a New Economy (American Crisis): James Gustave Speth: 9780300180763: Amazon.com: Books	 Yale University Press (September 25, 2012)
0684825031	NEXT AMERICAN NATION: The New Nationalism and the Fourth American Revolution: Michael Lind: 9780684825038: Amazon.com: Books	 Free Press (July 5, 1996)
0307460983	Drift: The Unmooring of American Military Power: Rachel Maddow: 9780307460981: Amazon.com: Books	 Crown; First Edition edition (March 27, 2012)
006201126X	The Mendacity of Hope: Barack Obama and the Betrayal of American Liberalism: Roger D. Hodge: Amazon.com: Books	 Harper (October 5, 2010)
1568586590	Kabuki Democracy: The System vs. Barack Obama: Eric Alterman: 9781568586595: Amazon.com: Books	 Nation Books (January 11, 2011)
0060562978	Red, White &amp; Liberal : How Left Is Right &amp; Right Is Wrong: Alan Colmes: Amazon.com: Books	 William Morrow; 1 edition (October 21, 2003)
0822329689	Left Legalism/Left Critique: Wendy Brown, Janet Halley: 9780822329688: Amazon.com: Books	 Duke University Press Books (November 22, 2002)
0307408388	More Davids Than Goliaths: A Political Education: Harold Ford Jr.: Amazon.com: Books	 Crown; 1 edition (August 10, 2010)
0674833120	The Spirit of Liberalism: Harvey C. Mansfield Jr.: 9780674833128: Amazon.com: Books	 Harvard University Press (January 1979)
0312573774	Never Give In: Battling Cancer in the Senate: Sen. Arlen Specter, Frank J. Scaturro: Amazon.com: Books	 St. Martin's Griffin; First Edition edition (July 7, 2009)
1886249318	Amazon.com: Free Speech 101: The Utah Valley Uproar over Michael Moore (9781886249318): Joseph Vogel: Books	 Windriver Publishing (ID) (October 2, 2006)
0393329763	Kingdom Coming: The Rise of Christian Nationalism: Michelle Goldberg: Amazon.com: Books	 W. W. Norton & Company (April 17, 2007)
1849351104	Amazon.com: Hopeless: Barack Obama and the Politics of Illusion (9781849351102): Jeffrey St. Clair, Joshua Frank, Kevin Alexander Gray, Kathy Kelly, Ralph Nader: Books	 AK Press (May 15, 2012)
0812929136	Between Hope and History: William Jefferson Clinton: 9780812929133: Amazon.com: Books	 RANDOM HOUSE; 1st edition (September 1, 1996)
1608194388	Amazon.com: Our Divided Political Heart: The Battle for the American Idea in an Age of Discontent (9781608194384): E.J. Dionne: Books	 Bloomsbury USA; 1 edition (January 29, 2013)
159315660X	Keys to the Kingdom: Bob Graham: 9781593156602: Amazon.com: Books	 Vanguard Press; First Printing edition (June 7, 2011)
0141018275	Armed Madhouse: Greg Palast: 9780141018270: Amazon.com: Books	 Penguin; First Printing edition (2007)
1416552235	How to Rig an Election: Confessions of a Republican Operative: Allen Raymond, Ian Spiegelman: Amazon.com: Books	 Simon & Schuster; Reprint edition (September 2, 2008)
1594202362	¡OBÁMANOS!: The Birth of a New Political Era: Hendrik Hertzberg: Amazon.com: Books	 Penguin Press HC, The (October 29, 2009)
0440508649	Rush Limbaugh Is a Big Fat Idiot: Al Franken: 9780440508649: Amazon.com: Books	 Dell; twentieth edition (January 12, 1999)
1594865051	New Rules: Polite Musings from a Timid Observer: Bill Maher: 9781594865053: Amazon.com: Books	 Rodale Books (September 5, 2006)
1594514895	Red to Blue: Congressman Chris Van Hollen and Grassroots Politics: Sanford Gottlieb, Mike McCurry: 9781594514890: Amazon.com: Books	 Paradigm Publishers (April 30, 2009)
1595580166	Amazon.com: Tragedy and Farce: How the American Media Sell Wars, Spin Elections, and Destroy Democracy (9781595580160): John Nichols, Robert W. McChesney, Tom Tomorrow, Tim Robbins: Books	 New Press, The; First Edition edition (November 3, 2005)
1859848826	Waiting for the Barbarians: Lewis H. Lapman, Lewis Lapham: 9781859848821: Amazon.com: Books	 Verso; 1ST edition (November 30, 1997)
0446674710	The Year the Dream Died: Revisiting 1968 in America: Jules Witcover, David Halberstam: 9780446674713: Amazon.com: Books	 Grand Central Publishing; 1st edition (June 1, 1998)
0743277538	Take It Back: A Battle Plan for Democratic Victory: James Carville, Paul Begala: 9780743277532: Amazon.com: Books	 Simon & Schuster; First Trade edition (September 5, 2006)
0470395117	The Progressive Revolution: How the Best in America Came to Be: Michael Lux: 9780470395110: Amazon.com: Books	 Wiley (January 14, 2009)
1567511376	Amazon.com: Washington on $10 Million A Day: How Lobbyists Plunder the Nation (9781567511376): Ken Silverstein: Books	 Common Courage Press (July 1, 2002)
0452285216	Amazon.com: Lies: And the Lying Liars Who Tell Them: Al Franken: Books	 Plume (July 27, 2004)
0812977513	Unusually Stupid Politicians: Washington&#39;s Weak in Review: Kathryn Petras, Ross Petras: 9780812977516: Amazon.com: Books	 Villard (October 9, 2007)
0195340841	God&#39;s Own Party: The Making of the Christian Right: Daniel Williams: 9780195340846: Amazon.com: Books	 Oxford University Press, USA; 1St Edition edition (October 4, 2010)
1598870300	Thy Kingdom Come: An Evangelical&#39;s Lament: How the Religious Right Distorts the Faith and Threatens America: Randall Balmer, Jeff Woodman: Amazon.com: Books	 HighBridge Company; Unabridged edition (June 26, 2006)
0307379698	The New Hate: A History of Fear and Loathing on the Populist Right: Arthur Goldwag: 9780307379696: Amazon.com: Books	 Pantheon (February 7, 2012)
1595587195	Who&#39;s Afraid of Frances Fox Piven?: The Essential Writings of the Professor Glenn Beck Loves to Hate: Frances Fox Piven: 9781595587190: Amazon.com: Books	 New Press, The; 1 edition (August 9, 2011)
159486327X	Rumors of Our Progress Have Been Greatly Exaggerated: Why Women&#39;s Lives Aren&#39;t Getting Any Easier--And How We Can Make Real Progress For Ourselves and Our Daughters: Carolyn Maloney: Amazon.com: Books	 Modern Times; 1st edition (May 13, 2008)
031260629X	Toxic Talk: How the Radical Right Has Poisoned America&#39;s Airwaves: Bill Press: Amazon.com: Books	 Thomas Dunne Books; 1 edition (May 25, 2010)
1582436282	Amazon.com: Edward Kennedy: An Intimate Biography (9781582436289): Burton Hersh: Books	 Counterpoint (September 7, 2010)
1597772496	Yes We Can, (Expanded Edition): Speeches of Barack Obama: Barack Obama, Phoenix Books: Amazon.com: Books	 Phoenix Audio (February 1, 2009)
157392797X	Amazon.com: Close Encounters With the Religious Right: Journeys into the Twilight Zone of Religion and Politics (9781573927970): Rob Boston: Books	 Prometheus Books; 1St Edition edition (May 2000)
0060392452	Stupid White Men ...and Other Sorry Excuses for the State of the Nation!: Michael Moore: Amazon.com: Books	 Harper; 1 edition (February 19, 2002)
0312612141	Amazon.com: The Most Dangerous Man in America: Rush Limbaugh&#39;s Assault on Reason: John K. Wilson: Books	 Thomas Dunne Books (March 1, 2011)
1416569898	40 More Years: How the Democrats Will Rule the Next Generation: James Carville, Rebecca Buckwalter-Poza: Amazon.com: Books	 Simon & Schuster; 1 edition (May 5, 2009)
0743237536	The Pro-Growth Progressive: An Economic Strategy for Shared Prosperity: Gene Sperling: 9780743237536: Amazon.com: Books	 Simon & Schuster; First Edition edition (November 1, 2005)
0743289315	Lapdogs: How the Press Rolled Over for Bush: Eric Boehlert: 9780743289313: Amazon.com: Books	 Free Press (May 9, 2006)
0822345056	Democracy and Other Neoliberal Fantasies: Communicative Capitalism and Left Politics: Jodi Dean: 9780822345053: Amazon.com: Books	 Duke University Press Books; 1st unedited edition edition (September 2, 2009)
0801480728	Political Theory and the Displacement of Politics (Contestations: Cornell Studies in Political Theory): Bonnie Honig: 9780801480720: Amazon.com: Books	 Cornell University Press (April 15, 1993)
0814741061	Refugee Roulette: Disparities in Asylum Adjudication and Proposals for Reform: Jaya Ramji-Nogales, Andrew I. Schoenholtz, Philip G. Schrag, Edward M. Kennedy: 9780814741061: Amazon.com: Books	 NYU Press (April 29, 2011)
0739306596	Bushwhacked: Life in George W. Bush&#39;s America: Lou Dubose, Molly Ivins: 9780739306598: Amazon.com: Books	 Random House Audio Voices; Abridged edition (September 23, 2003)
1932360220	Wake Up, You&#39;re Liberal!: How We Can Take America Back from the Right: Ted Rall: 9781932360226: Amazon.com: Books	 Soft Skull Press (May 14, 2004)
0679462945	Amazon.com: The Conscience of a Liberal: Reclaiming the Compassionate Agenda (9780679462941): Paul Wellstone: Books	 Random House; 1st edition (May 15, 2001)
1451616651	Better Off Without &#39;Em: A Northern Manifesto for Southern Secession: Chuck Thompson: 9781451616651: Amazon.com: Books	 Simon & Schuster (August 14, 2012)
1591021146	Amazon.com: Why the Religious Right Is Wrong About Separation of Church and State (9781591021148): Rob Boston: Books	 Prometheus Books; 2 edition (July 2003)
1416936599	I Hate Ann Coulter!: Unanimous: 9781416936596: Amazon.com: Books	 Gallery Books; Original edition (October 24, 2006)
1402203098	The Best Liberal Quotes Ever: William Martin: 9781402203091: Amazon.com: Books	 Sourcebooks, Inc. (August 1, 2004)
0743269276	The Essential America: Our Founders and the Liberal Tradition: George McGovern: 9780743269278: Amazon.com: Books	 Simon & Schuster; First Edition edition (July 20, 2004)
0740797565	Amazon.com: You Betcha!: The Witless Wisdom of Sarah Palin: Leland Gregory: Books	 Andrews McMeel Publishing; Original edition (July 13, 2010)
0865714428	The Better World Handbook : From Good Intentions to Everyday Actions: Ellis Jones, Ross Haenfler, Brett Johnson, Brian Klocke: 9780865714427: Amazon.com: Books	 New Society Publishers (October 1, 2001)
0316586994	A Dangerous Place: Daniel Patrick Moynihan: 9780316586993: Amazon.com: Books	 Little Brown & Company; First Edition edition (November 1978)
1118094514	The Republican Brain: The Science of Why They Deny Science- and Reality: Chris Mooney: 9781118094518: Amazon.com: Books	 Wiley; 1st edition (April 10, 2012)
081222129X	Amazon.com: The International Struggle for New Human Rights (Pennsylvania Studies in Human Rights) (9780812221299): Clifford Bob: Books	 University of Pennsylvania Press (July 26, 2010)
1604865016	1492-1992: The Legacy of Columbus (PM Audio): Howard Zinn: 9781604865011: Amazon.com: Books	 PM Press (November 21, 2011)
0199929068	God&#39;s Own Party: The Making of the Christian Right: Daniel K. Williams: 9780199929061: Amazon.com: Books	 Oxford University Press, USA; Reprint edition (June 12, 2012)
0745332536	The Islamophobia Industry: How the Right Manufactures Fear of Muslims: Nathan Lean, John L. Esposito: 9780745332536: Amazon.com: Books	 Pluto Press (September 18, 2012)
1859841775	Outsider in the House: Bernie Sanders, Huck Gutman: 9781859841778: Amazon.com: Books	 Verso (September 17, 1998)
0472031198	Paul Wellstone: The Life of a Passionate Progressive: Bill Lofy: 9780472031191: Amazon.com: Books	 University of Michigan Press (August 29, 2005)
023060319X	Amazon.com: Woman of the House: The Rise of Nancy Pelosi: Vincent Bzdek: Books	 Palgrave Macmillan; 1st edition (January 8, 2008)
0801860717	Amazon.com: Daniel Patrick Moynihan: The Intellectual in Public Life (Woodrow Wilson Centre Series) (9780801860713): Robert A. Katzmann: Books	 The Johns Hopkins University Press (August 17, 1998)
1401940544	Thank The Liberals**For Saving America: Alan Colmes: 9781401940546: Amazon.com: Books	 Hay House (August 27, 2012)
0446514942	Where the Buck Stops: The Personal and Private Writings of Harry S. Truman: Harry S. Truman, Margaret Truman: 9780446514941: Amazon.com: Books	 Warner Books; First Edition edition (October 1989)
0307237699	The Audacity of Hope: Thoughts on Reclaiming the American Dream: Barack Obama: Amazon.com: Books	 Crown; First Edition edition (October 17, 2006)
141431860X	UnChristian America: Living with Faith in a Nation That Was Never Under God: Michael Babcock: 9781414318608: Amazon.com: Books	 SaltRiver (July 23, 2008)
1595584714	Beyond the Echo Chamber: How a Networked Progressive Media Can Reshape American Politics: Jessica Clark, Tracy Van Slyke: Amazon.com: Books	 New Press, The (February 9, 2010)
0307237923	The Architect: Karl Rove and the Master Plan for Absolute Power: James Moore, Wayne Slater: 9780307237927: Amazon.com: Books	 Crown (September 5, 2006)
1401323774	Amazon.com: Dirty Sexy Politics: Meghan McCain: Books	 Hyperion (August 31, 2010)
0300080794	Amazon.com: Secrecy: The American Experience (9780300080797): The Honorable Daniel Patrick Moynihan: Books	 Yale University Press (December 1999)
0743528344	Living History: Hillary Rodham Clinton, Hillary Clinton: 9780743528344: Amazon.com: Books	 Simon & Schuster Audio; Abridged edition (June 9, 2003)
1586487604	Amazon.com: The Plan: Big Ideas for America: Rahm Emanuel, Bruce Reed: Books	 PublicAffairs; Reprint edition (January 5, 2009)
0816626693	Ethos Of Pluralization (Barrows Lectures): William Connolly: 9780816626694: Amazon.com: Books	 Univ Of Minnesota Press; 1 edition (August 30, 1995)
0195383737	Speaker Nancy Pelosi and the New American Politics: Ronald M. Peters Jr., Cindy Simon Rosenthal: 9780195383737: Amazon.com: Books	 Oxford University Press, USA (March 1, 2010)
1551117002	The Institutions of Liberal Democratic States: Munroe Eagles, Christopher Holoman, Larry Johnston: 9781551117003: Amazon.com: Books	 University of Toronto Press, Higher Education Division; 1ST edition (September 1, 2004)
0470643927	Amazon.com: The Fifteen Biggest Lies about the Economy: And Everything Else the Right Doesn&#39;t Want You to Know about Taxes, Jobs, and Corporate America (9780470643921): Joshua Holland: Books	 Wiley; 1 edition (September 28, 2010)
0931761859	The State of Black America 2007: Portrait of the Black Male: National Urban League, Stephanie J. Jones, Sen. Barack Obama: 9780931761850: Amazon.com: Books	 Beckham Publications Group; 1 edition (April 17, 2007)
0393035484	Liberty Justice Order: Essays on Past Politics: John Morton Blum: 9780393035483: Amazon.com: Books	 W W Norton & Co Inc; 1st edition (December 1993)
0978843185	Dispatches from the Religious Left: The Future of Faith and Politics in America: Frederick Clarkson: 9780978843182: Amazon.com: Books	 Ig Publishing (October 1, 2008)
0979585295	Amazon.com: Listen to Your Mother: Stand Up Straight: How Progressives Can Win (9780979585296): Robert Creamer: Books	 Seven Locks Press (November 20, 2007)
1568586442	Amazon.com: Death of the Liberal Class (9781568586441): Chris Hedges: Books	 Nation Books; First Edition, First Printing. edition (October 17, 2010)
0520265548	The Fireside Conversations: America Responds to FDR during the Great Depression: Lawrence W. Levine, Cornelia R. Levine, Michæl Kazin: 9780520265547: Amazon.com: Books	 University of California Press; Reprint edition (September 7, 2010)
157675345X	Hidden Power: What You Need to Know to Save Our Democracy (Bk Currents): Charles Derber: 9781576753453: Amazon.com: Books	 Berrett-Koehler Publishers (September 1, 2005)
0268038031	Philosophy Of Democratic Government (Charles R. Walgreen Foundation Lectures): Yves R. Simon: 9780268038038: Amazon.com: Books	 University of Notre Dame Press (September 30, 1993)
0813543436	Rebels All!: A Short History of the Conservative Mind in Postwar America (Ideas in Action): Kevin Mattson: 9780813543437: Amazon.com: Books	 Rutgers University Press (July 30, 2008)
0743280768	American Armageddon: How the Delusions of the Neoconservatives and the Christian Right Triggered the Descent of America--and Still Imperil Our Future: Craig Unger: Amazon.com: Books	 Scribner (June 24, 2008)
030726677X	The Future of Liberalism: Alan Wolfe: Amazon.com: Books	 Knopf; First Edition edition (February 3, 2009)
0252075110	Women for President: Media Bias in Eight Campaigns: Erika Falk: 9780252075117: Amazon.com: Books	 University of Illinois Press; 2nd Printing edition (December 18, 2007)
046508186X	Amazon.com: Freedom&#39;s Power: The True Force of Liberalism (9780465081868): Paul Starr: Books	 Basic Books; 1ST edition (April 3, 2007)
0812243757	Amazon.com: An Army of Lions: The Civil Rights Struggle Before the NAACP (Politics and Culture in Modern America) (9780812243758): Shawn Leigh Alexander: Books	 University of Pennsylvania Press (November 14, 2011)
0739366416	The Audacity of Hope: Thoughts on Reclaiming the American Dream: Barack Obama: 9780739366417: Amazon.com: Books	 RH Audio; Abridged edition (November 6, 2007)
0385523289	The Thumpin&#39;: How Rahm Emanuel and the Democrats Learned to Be Ruthless and Ended the Republican Revolution: Naftali Bendavid: Amazon.com: Books	 Doubleday (May 8, 2007)
1560009632	Progressive Democracy (Classics in Social Science): Herbert Croly, Jr., Sidney A. Pearson: 9781560009634: Amazon.com: Books	 Transaction Publishers (January 1, 1998)
0307382559	The Power of Progress: How America&#39;s Progressives Can (Once Again) Save Our Economy, Our Climate, and Our Country: John Podesta: 9780307382559: Amazon.com: Books	 Crown; 1 edition (August 19, 2008)
0981576982	The Eliminationists: How Hate Talk Radicalized the American Right: David Neiwert: 9780981576985: Amazon.com: Books	 Paradigm Publishers; 1ST edition (May 2009)
0670018201	Broken Government: How Republican Rule Destroyed the Legislative, Executive, and Judicial Branches: John W. Dean: Amazon.com: Books	 Viking Adult (September 11, 2007)
0767928369	A Time to Fight: Reclaiming a Fair and Just America: Jim Webb: 9780767928366: Amazon.com: Books	 Broadway (May 12, 2009)
0141039817	Mike&#39;s Election Guide 2008: Michael Moore: 9780141039817: Amazon.com: Books	 Penguin (January 1, 2008)
0029276012	James Madison: The Founding Father: Robert Allen Rutland: 9780029276013: Amazon.com: Books	 Atheneum (October 1987)
0743260864	Historia Viva (Living History) (Spanish Edition): Hillary Rodham Clinton: Amazon.com: Books	 Touchstone; Spanish edition (April 20, 2004)
0700615466	The Liberals&#39; Moment: The McGovern Insurgency and the Identity Crisis of the Democratic Party: Bruce Miroff: 9780700615469: Amazon.com: Books	 Univ Pr of Kansas (September 25, 2007)
0143116169	Angler: The Cheney Vice Presidency: Barton Gellman: Amazon.com: Books	 Penguin Books; Reprint edition (August 25, 2009)
0520224027	The Price of Dissent: Testimonies to Political Repression in America: Bud Schultz: 9780520224025: Amazon.com: Books	 University of California Press; First Printing edition (November 5, 2001)
081474074X	Refugee Roulette: Disparities in Asylum Adjudication and Proposals for Reform: Jaya Ramji-Nogales, Andrew I. Schoenholtz, Philip G. Schrag, Edward M. Kennedy: 9780814740743: Amazon.com: Books	 NYU Press (September 30, 2009)
0393337669	Invisible Hands: The Businessmen&#39;s Crusade Against the New Deal: Kim Phillips-Fein: 9780393337662: Amazon.com: Books	 W. W. Norton & Company; Reprint edition (January 11, 2010)
0292709757	Changing the Face of Power: Women in the U.S. Senate (Focus on American History Series): Melina Mara, Helen Thomas, Senator Barbara Mikulski, Senator Kay Bailey Hutchison, Cokie Roberts: 9780292709751: Amazon.com: Books	 University of Texas Press (October 1, 2005)
031242647X	Whose Freedom?: The Battle over America&#39;s Most Important Idea: George Lakoff: 9780312426477: Amazon.com: Books	 Picador; Reprint edition (May 15, 2007)
1250031028	The Obama Hate Machine: The Lies, Distortions, and Personal Attacks on the President---and Who Is Behind Them: Bill Press: 9781250031020: Amazon.com: Books	 St. Martin's Griffin (August 21, 2012)
0060746882	Crimes Against Nature: How George W. Bush and His Corporate Pals Are Plundering the Country and Hijacking Our Democracy: Jr., Robert F. Kennedy: Amazon.com: Books	 Harper Perennial (July 5, 2005)
080704427X	Un-Making Law: The Conservative Campaign to Roll Back the Common Law: Jay Feinman: 9780807044278: Amazon.com: Books	 Beacon Press (October 12, 2005)
0385722117	Legal Lynching: The Death Penalty and America&#39;s Future: Rev. Jesse L. Jackson, Bruce Shapiro, Jr. Jesse L. Jackson: 9780385722117: Amazon.com: Books	 Anchor (January 7, 2003)
0230603963	McCain: The Myth of a Maverick: Matt Welch: Amazon.com: Books	 Palgrave Macmillan; 1st edition (October 16, 2007)
0230600468	The Confiscation of American Prosperity: From Right-Wing Extremism and Economic Ideology to the Next Great Depression: Michael Perelman: 9780230600461: Amazon.com: Books	 Palgrave Macmillan; First Edition edition (October 2, 2007)
0374527784	Blood of the Liberals: George Packer: 9780374527785: Amazon.com: Books	 Farrar, Straus and Giroux; First Edition edition (August 1, 2001)
